	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
BRCA1	0.9134522	0.831066	0.7633277	0.9266182	0.4524865	0.21375391	0.632379	0.97931206	0.47456563	0.54295695	0.01586251	0.63297296	0.3683221	0.05878935	0.85778683	0.0781694
BARD1	0.9530263	0.8806174	0.7734572	0.96943295	0.43537393	0.14345343	0.6904416	0.99280506	0.4482113	0.6366906	0.003363005	0.6781423	0.39098775	0.017137067	0.9231772	0.035099715
SUMO2	0.965009	0.89925724	0.7930568	0.96769184	0.5195171	0.14609364	0.6933527	0.99310184	0.48831987	0.6235901	0.0044960505	0.7280238	0.3478687	0.023340084	0.92954093	0.036886193
MDC1	0.9668889	0.92014027	0.8028428	0.9678399	0.5377013	0.13399677	0.68787414	0.9943606	0.44705814	0.7148998	0.0036200734	0.7688184	0.42074013	0.02124161	0.94145215	0.024982154
HERC2	0.9646551	0.9131769	0.8676151	0.9765196	0.48773074	0.119265385	0.71764714	0.99591994	0.4634203	0.6888648	0.0025612449	0.7548156	0.33812088	0.020133551	0.9333996	0.031456705
ATR	0.9540226	0.90325445	0.91745764	0.95602286	0.48009753	0.15839653	0.67329156	0.99566	0.47692728	0.6187967	0.0073629636	0.8092096	0.25391325	0.0531411	0.85652196	0.06718901
ATRIP	0.92190164	0.8701975	0.90128934	0.94565845	0.42217326	0.2390466	0.6754616	0.9917024	0.39373502	0.58774656	0.00942194	0.69858074	0.2791413	0.058499094	0.862425	0.094979
TIPIN	0.90858495	0.76473576	0.6644324	0.9249396	0.4267241	0.22153868	0.6170546	0.97119653	0.46469298	0.5491909	0.022164753	0.516721	0.41143507	0.04059772	0.83368546	0.084762864
TIMELESS	0.9431097	0.8668093	0.78951716	0.9657272	0.4135087	0.18241982	0.65874666	0.99118114	0.46367	0.60726106	0.0042699613	0.5686756	0.34396458	0.02404968	0.9124435	0.04683571
PPP4R2	0.9426079	0.875616	0.8617796	0.97195745	0.42719954	0.14004226	0.6908971	0.9927764	0.47021273	0.5395611	0.003732848	0.60824883	0.3089677	0.03832424	0.8937108	0.04665157
PPP4C	0.855239	0.66211396	0.57574177	0.78816444	0.5122672	0.2589352	0.5372005	0.8713191	0.58205837	0.4363721	0.18376295	0.5972784	0.43767464	0.22768615	0.7195607	0.18785472
XRCC3	0.9362506	0.90675986	0.8713972	0.94704455	0.5596468	0.18403526	0.6336174	0.984968	0.4551198	0.5792212	0.0077951266	0.73606104	0.25564536	0.07467397	0.8916765	0.0546846
RAD51C	0.8918455	0.75456285	0.6835881	0.8846024	0.46834192	0.2305236	0.6323803	0.95889205	0.5527955	0.5598381	0.03192624	0.57277286	0.4427579	0.07609179	0.8224734	0.11665769
EME2	0.9076725	0.7740903	0.6909039	0.92945457	0.3306536	0.20922273	0.680427	0.9834901	0.48804384	0.5577759	0.017427675	0.60190326	0.432517	0.026007952	0.8543664	0.08821123
MUS81	0.9637535	0.88040435	0.7422816	0.969964	0.41747993	0.13220073	0.75112545	0.9953934	0.4588752	0.67523295	0.003413285	0.7585434	0.44912925	0.008334848	0.9302331	0.038563795
EME1	0.91197723	0.8134164	0.73469293	0.94842106	0.3885156	0.1885818	0.65936303	0.9842987	0.45258784	0.5649498	0.0087199	0.5590843	0.41316792	0.030414313	0.87499666	0.059950966
RAD51	0.97207165	0.92729723	0.87025255	0.9707162	0.5420165	0.10812447	0.7128312	0.99720603	0.47422636	0.6859331	0.0026888957	0.81284636	0.32674456	0.01948368	0.9221394	0.028809104
BRCA2	0.9283766	0.84894705	0.65573233	0.9294363	0.47816232	0.19874357	0.6619977	0.9641605	0.54730266	0.59384215	0.011746062	0.7232594	0.37031415	0.05167692	0.8880574	0.05128832
SLX4	0.85570115	0.77379	0.71272206	0.9238655	0.3713784	0.22291744	0.58481956	0.97017103	0.45861343	0.5218876	0.017606864	0.5037621	0.40521866	0.05845213	0.8231365	0.08053855
SLX1A	0.79648256	0.68490595	0.5933345	0.89730614	0.30504903	0.2737425	0.5281191	0.95407194	0.40869075	0.4828954	0.035539124	0.4148099	0.45431167	0.056383416	0.7624546	0.093152925
SLX1B	0.79093033	0.67923814	0.5933586	0.88934886	0.3232027	0.28214303	0.52979016	0.949817	0.41517535	0.4881049	0.040098872	0.42624858	0.4524303	0.061811153	0.7606375	0.10134258
ERCC4	0.85929036	0.8469506	0.89609194	0.9197536	0.4223724	0.26532522	0.5584503	0.98682004	0.34427673	0.5391647	0.0153802615	0.6478473	0.2398556	0.09839539	0.7650165	0.088438615
ERCC1	0.8749291	0.75995463	0.6484116	0.9270848	0.36348265	0.22385892	0.60073805	0.9752989	0.4415841	0.54625297	0.016868424	0.5308815	0.43662396	0.036692135	0.84361875	0.0719199
LIG3	0.92801195	0.87578183	0.69123644	0.9383667	0.22984938	0.15134817	0.5743541	0.9770512	0.3976159	0.6447892	0.010305159	0.717358	0.56533045	0.032377146	0.85226625	0.027551152
XRCC1	0.9424984	0.895771	0.8027006	0.9321644	0.43737325	0.15392481	0.49629825	0.9871704	0.38672113	0.634561	0.012132147	0.7864728	0.41883615	0.06289057	0.8783529	0.025616659
XRCC6	0.9857692	0.9465622	0.8467072	0.9877666	0.4911907	0.09866246	0.73994184	0.9987804	0.37606862	0.75569963	0.00073518703	0.8143098	0.34372684	0.0057208543	0.9646868	0.011874855
XRCC5	0.9811179	0.93960834	0.8736081	0.9836205	0.4477493	0.112228304	0.7211688	0.9986118	0.3883519	0.7108336	0.0011027656	0.7768211	0.3193155	0.010223308	0.94856465	0.0154605545
XRCC4	0.9047931	0.81818396	0.69347906	0.9293705	0.37083688	0.26239014	0.6555568	0.9674416	0.46613052	0.54811925	0.014201408	0.5364233	0.37481108	0.041196432	0.8579537	0.08000175
LIG4	0.907603	0.9275918	0.93532926	0.9362981	0.642109	0.23879026	0.53493303	0.9785372	0.39844835	0.61698425	0.00779029	0.77502614	0.17784694	0.19139732	0.9031833	0.052674845
HBA1	0.88815314	0.87017727	0.892456	0.91524976	0.5750496	0.24717094	0.65407056	0.9747619	0.5371948	0.48485997	0.021053566	0.64920765	0.2962055	0.18772179	0.85571533	0.1358307
HBB	0.86740714	0.8079295	0.849919	0.85595316	0.5377905	0.27210647	0.6123802	0.9599246	0.5375508	0.46413013	0.047732607	0.6595744	0.33089393	0.21932694	0.7845815	0.17226315
HBA2	0.88815314	0.8701773	0.892456	0.91524965	0.5750497	0.247171	0.6540705	0.9747619	0.5371948	0.4848599	0.02105359	0.64920765	0.29620543	0.1877219	0.85571533	0.13583076
SOS1	0.82433325	0.8315434	0.8937293	0.8624336	0.54198253	0.28471085	0.63180345	0.9534804	0.5581916	0.42135057	0.036103517	0.6344286	0.263113	0.31295815	0.7847934	0.21965852
CCNB1	0.95535564	0.919685	0.92382693	0.95808804	0.5822097	0.1933661	0.64150745	0.9948966	0.43311024	0.54910094	0.0047228276	0.74336207	0.19622482	0.06287646	0.8928071	0.05677123
CDK1	0.9529754	0.9185573	0.90802675	0.96481377	0.5124327	0.16378476	0.67180604	0.9956593	0.44243994	0.6023175	0.0031599833	0.73338264	0.2562407	0.040152196	0.9067396	0.043925907
CLP1	0.8508134	0.7289617	0.6881146	0.87751794	0.32119808	0.27584252	0.6164881	0.946575	0.46618652	0.46770796	0.040481582	0.4545356	0.46699032	0.08898732	0.7472592	0.12701331
PCF11	0.9415246	0.8672435	0.52860004	0.9488299	0.38444695	0.17992686	0.4463439	0.9632145	0.32450226	0.6666207	0.00851861	0.7012038	0.4877624	0.032982748	0.9215356	0.014742543
YAP1	0.960213	0.9045503	0.8481691	0.97082216	0.5156195	0.13665329	0.7383257	0.99304104	0.5017868	0.5837722	0.002860719	0.7214111	0.2826488	0.026777683	0.9336589	0.040847275
TEAD1	0.870948	0.82132065	0.80309695	0.9142971	0.4114296	0.21584922	0.69844323	0.9733767	0.48314616	0.5802335	0.0155151365	0.6274164	0.44413316	0.061107736	0.8459673	0.11300394
TEAD2	0.9213081	0.8289711	0.7614948	0.92014545	0.35381112	0.16569608	0.69362026	0.98464507	0.51154464	0.56690955	0.015015877	0.64658344	0.515983	0.040251847	0.8538854	0.07925508
TEAD3	0.9132951	0.84225863	0.7816002	0.9319165	0.43173316	0.17093664	0.7173267	0.9838087	0.4920317	0.63638496	0.011070891	0.6971274	0.48035294	0.034644544	0.8759172	0.08129819
TEAD4	0.91078424	0.83414644	0.77486074	0.93981826	0.35164356	0.18932766	0.7149702	0.9832829	0.4674999	0.55369955	0.009589573	0.6323045	0.4406111	0.043740187	0.8667128	0.07209533
CCNC	0.89360756	0.7868418	0.6905358	0.9396764	0.22130583	0.17488058	0.64021045	0.98312634	0.40711185	0.5086583	0.0109023275	0.54391545	0.5105423	0.036253672	0.8406267	0.05822202
CDK8	0.934718	0.81404084	0.6816447	0.97455794	0.15085247	0.108292215	0.5958521	0.995989	0.31358916	0.5911882	0.002724608	0.54489917	0.5578968	0.009593799	0.88472486	0.021049557
RNF111	0.926564	0.85769886	0.7902545	0.95551866	0.44771928	0.18648675	0.7103871	0.9833386	0.4413255	0.56116647	0.0066013653	0.68283623	0.3682664	0.04340077	0.92605245	0.061821982
SMAD7	0.9207422	0.8730546	0.8016454	0.95651406	0.4643156	0.14744723	0.71029234	0.98422086	0.49349177	0.6022527	0.0074684047	0.7200353	0.44517088	0.052532956	0.9106311	0.06503317
TP53	1.0	1.0	0.9999918	1.0	0.9963911	3.7632975e-13	0.9999844	1.0	0.9999995	0.99950945	3.5312317e-29	1.0	0.5101956	1.9702182e-19	1.0	6.200189e-14
TIGAR	1.0	1.0	0.99999464	1.0	0.99884254	4.86259e-12	0.99999917	1.0	0.9257723	0.9999869	3.2963647e-25	1.0	0.0028996125	1.3778158e-15	1.0	1.194122e-13
PTEN	0.94412977	0.8804318	0.79208726	0.9605949	0.5496312	0.17244662	0.6764113	0.9875923	0.49584168	0.5924418	0.005289391	0.6930168	0.32943252	0.03666727	0.93272555	0.047981482
TSC2	0.93613726	0.8842827	0.73025215	0.9457545	0.46773133	0.17124425	0.6589251	0.9767815	0.5124898	0.5893818	0.006948538	0.73403776	0.3941394	0.050292313	0.9176136	0.04626184
TSC1	0.92778707	0.8984304	0.8782858	0.94947976	0.477179	0.17481051	0.6922955	0.98790854	0.487206	0.5293839	0.007427012	0.74045396	0.30518395	0.07950308	0.88325125	0.06823649
RRM2B	0.9869567	0.9097048	0.77191806	0.986466	0.47845587	0.09369999	0.7837756	0.9987816	0.40605003	0.7890521	0.0012086689	0.7554834	0.44660944	0.0025628922	0.96422696	0.017942231
GLS2	0.8840861	0.77713907	0.6132348	0.89101833	0.4611068	0.24614397	0.52764195	0.9296213	0.4958104	0.5069862	0.025831841	0.5315485	0.3792607	0.09644068	0.8431601	0.061348554
IGFBP3	0.8508607	0.8414762	0.6381392	0.7934253	0.6131686	0.3200013	0.6178643	0.8140689	0.6173673	0.46423703	0.17051321	0.6984301	0.41037923	0.3359269	0.8272706	0.18134256
TMEM219	0.6849688	0.8213736	0.85165113	0.817159	0.73271817	0.42508933	0.5441656	0.8228112	0.559728	0.5535083	0.23371507	0.6191041	0.476754	0.6698706	0.79658735	0.36566314
PMAIP1	0.9498872	0.9107789	0.90717274	0.97585166	0.54153925	0.119872436	0.8203348	0.995423	0.63818854	0.6575477	0.0007347545	0.72910285	0.25587043	0.018581033	0.96720904	0.05450516
BID	0.9106193	0.88311344	0.8517965	0.94003785	0.59509045	0.20349358	0.6542457	0.9770314	0.5846199	0.5021603	0.009833156	0.64115465	0.29000694	0.1155799	0.90135616	0.094574064
TP53AIP1	1.0	1.0	0.9999926	1.0	0.99877685	3.6501298e-13	0.99998987	1.0	0.99999964	0.99971324	3.5967605e-29	1.0	0.40770757	1.5236461e-19	1.0	8.1139326e-14
STEAP3	0.7850292	0.8909962	0.9501592	0.83410674	0.7509164	0.3686042	0.5850467	0.9323444	0.50424165	0.4381869	0.14666139	0.75133383	0.20821701	0.72912836	0.7341783	0.29747906
BNIP3L	0.93020654	0.97140366	0.9927885	0.90605783	0.885404	0.3677271	0.5894091	0.9924176	0.38810933	0.4398524	0.054595128	0.917999	0.053682994	0.790061	0.7679213	0.20475724
TRIAP1	0.87450767	0.8869124	0.79485166	0.88485634	0.65958124	0.27170375	0.5093611	0.87356657	0.54536736	0.46777973	0.041306216	0.6381881	0.24457793	0.31158617	0.86405975	0.07797178
AIFM2	1.0	1.0	0.99999285	1.0	0.9989827	3.324191e-13	0.9999895	1.0	0.99999964	0.9997743	4.475763e-29	1.0	0.39937598	1.4589679e-19	1.0	6.597738e-14
TP53INP1	0.9891188	0.91380304	0.747346	0.97604275	0.2817966	0.05237598	0.80183536	0.9991596	0.5350408	0.84060967	0.0021010563	0.86099464	0.71161884	0.0023787664	0.9362996	0.015554383
APAF1	0.8953003	0.840745	0.8278533	0.9203291	0.5187782	0.24095374	0.6657255	0.97224957	0.5770844	0.48549855	0.014602909	0.58159083	0.31476524	0.10858399	0.86352295	0.13325588
PIDD1	0.8714963	0.7734622	0.71898264	0.91270214	0.470597	0.2530042	0.6311502	0.9626403	0.47985104	0.56532127	0.020380422	0.589293	0.38451168	0.055950057	0.8593893	0.114268005
CRADD	0.68651164	0.66472554	0.6464995	0.7793177	0.4256202	0.39937386	0.5363525	0.87274325	0.50035757	0.4875354	0.078034945	0.52154166	0.4325597	0.19328864	0.77104896	0.21330884
NLRC4	0.9784289	0.94129235	0.87617993	0.97939736	0.68293107	0.1162315	0.7822138	0.99635375	0.65335226	0.59806746	0.0008127549	0.80550236	0.22392018	0.01349745	0.9738273	0.040506437
CASP6	0.9444996	0.9274227	0.9399422	0.9632261	0.5547454	0.17920925	0.6772152	0.99293983	0.45708436	0.5836863	0.0031281924	0.7521256	0.20671086	0.075882405	0.91074324	0.057416435
CASP10	0.9625531	0.9797451	0.99893826	0.9662634	0.9790084	0.3638794	0.73471546	0.9977266	0.45375556	0.4063893	0.012968177	0.89196616	0.02136275	0.7403888	0.920495	0.40245524
NDRG1	0.90903455	0.85757077	0.789265	0.92655015	0.49737138	0.22113785	0.60494006	0.9655316	0.53746057	0.4926808	0.013820305	0.59024125	0.31662238	0.09989497	0.8824424	0.08265438
BCL2L14	0.9285788	0.91673726	0.716818	0.94959646	0.48625484	0.14980298	0.5301367	0.9370492	0.4646484	0.6042322	0.007890872	0.7274457	0.349769	0.07824578	0.93492126	0.021200381
BIRC5	0.8978693	0.8506585	0.7227617	0.94500965	0.39423484	0.18735547	0.5658723	0.97140783	0.45882818	0.50766337	0.011496856	0.56082785	0.40462562	0.070662566	0.88217264	0.04732129
BCL6	0.9291964	0.88620013	0.8730651	0.94042987	0.42236283	0.19183989	0.69458914	0.9889044	0.40164953	0.5628775	0.008438103	0.7456091	0.3424913	0.06132749	0.8872711	0.06445209
ZNF385A	0.93067235	0.8207543	0.68311626	0.9379201	0.49330243	0.20830852	0.6462051	0.9780523	0.48364925	0.50928724	0.012574856	0.60050076	0.37184718	0.03383826	0.89704657	0.080646284
ARID3A	0.96872103	0.92411584	0.841363	0.9774071	0.37888548	0.0939411	0.72361696	0.9960091	0.5211868	0.5777051	0.0013576283	0.7181925	0.36502904	0.016232025	0.9403562	0.023287272
E2F7	0.968615	0.88756007	0.7035935	0.9834964	0.32642448	0.12906022	0.7066395	0.99684745	0.33585012	0.63900304	0.0012447182	0.6904288	0.4273592	0.005416383	0.94155264	0.017685274
E2F8	0.93610394	0.8742383	0.79465526	0.9601319	0.45378983	0.18941858	0.6769257	0.9878385	0.47345	0.57434	0.0049835276	0.6193435	0.36934474	0.03745641	0.9017853	0.059402984
AURKA	0.94394	0.88399	0.8204268	0.95029885	0.43610144	0.16994356	0.65285355	0.98948425	0.49322736	0.54547554	0.0067594126	0.69393325	0.33931544	0.044534147	0.89441705	0.051526964
GADD45A	0.8896344	0.85813487	0.82959914	0.92923903	0.48006654	0.23507506	0.6518967	0.97329336	0.512998	0.5167691	0.017153267	0.5781632	0.39545575	0.11753983	0.85709226	0.10589236
PCNA	0.9168998	0.88282895	0.84538716	0.91465116	0.5731044	0.23559083	0.5874095	0.98256254	0.45833197	0.52923936	0.014494279	0.7225728	0.29167137	0.10633713	0.8663492	0.075085886
SFN	0.93255997	0.8723364	0.79322886	0.95717466	0.48652145	0.19167548	0.6956321	0.98736805	0.50452876	0.5809803	0.0048394674	0.6073517	0.35992813	0.038000945	0.9226104	0.056804944
BAX	0.9089019	0.887857	0.8113528	0.931429	0.5239918	0.1887502	0.6371047	0.9660863	0.6080349	0.4821247	0.013321098	0.63315755	0.34378323	0.13218427	0.8926618	0.07836969
BTG2	1.0	1.0	0.9999901	1.0	0.99894303	4.6570343e-13	0.9999895	1.0	0.99999964	0.99970716	4.0698842e-29	1.0	0.47546294	1.2707008e-19	1.0	9.405095e-14
PLK2	0.86281157	0.78760266	0.6791336	0.879099	0.38275266	0.2671337	0.56218594	0.9155009	0.5071291	0.45653045	0.038991936	0.494672	0.41151556	0.12440011	0.79440707	0.106225304
PLK3	0.9638328	0.9237245	0.9580117	0.9654471	0.73547435	0.21420734	0.6326096	0.99674785	0.36631328	0.5645978	0.006506436	0.7812174	0.12058806	0.07204069	0.895673	0.062294785
RGCC	0.9242742	0.816689	0.74430543	0.92513686	0.48166215	0.20555115	0.6517372	0.97683585	0.5494277	0.5254196	0.013927825	0.5488811	0.37836787	0.052491453	0.88792545	0.09039432
PLAGL1	0.92388743	0.8299058	0.72899556	0.9354319	0.33201784	0.18473414	0.71834356	0.98431534	0.46433252	0.58484685	0.010545641	0.6778303	0.4807947	0.029105663	0.86347395	0.06995704
JUN	0.9968221	0.9981458	0.99999297	0.9850618	0.99399084	0.13446772	0.7434604	0.9999963	0.19869083	0.8606774	0.0003107112	0.9974607	0.0011635826	0.40589303	0.8952479	0.057363186
ATF2	0.9705147	0.9615212	0.91416156	0.9876095	0.5453924	0.05818114	0.79867345	0.99587846	0.49148816	0.79488206	0.00037855416	0.89037436	0.3377268	0.0143262055	0.9691728	0.0134537425
FOS	0.93915933	0.9036738	0.8591644	0.9356771	0.57332146	0.17636824	0.6273208	0.9845558	0.4915985	0.6248653	0.01337554	0.73540086	0.37631887	0.0894607	0.88765424	0.063554265
PMS2	0.90397173	0.86307657	0.77769554	0.9573431	0.36875266	0.18135622	0.614085	0.9817841	0.4473957	0.5363328	0.005184258	0.5844425	0.34962064	0.049860608	0.9017474	0.043666564
MLH1	0.92904323	0.8392074	0.7345175	0.9502345	0.37010002	0.17649627	0.67107815	0.9846771	0.47205722	0.5326295	0.008360355	0.5993996	0.40664247	0.037456546	0.890124	0.054360833
FANCC	0.8844214	0.84639627	0.8851679	0.91942364	0.4249263	0.22062655	0.6511167	0.9870882	0.42815602	0.51773405	0.014913976	0.6849536	0.2744398	0.079292096	0.8031993	0.10677379
